,path,height,width,ratio_(w/h),mean_red,mean_green,mean_blue,std_red,std_green,std_blue
0,7csdnj.jpg,4000,3000,0.75,121.4338525,109.87315441666667,96.95799266666667,77.67216093947842,73.88129976375161,71.8261705071158
1,5jqwnq.jpg,1200,816,0.68,121.48053206699346,117.43582312091503,115.10369076797386,69.4828235939959,63.930862505962594,60.36249252931896
2,8mzmkz.jpg,2448,3264,1.3333333333333333,149.5833931560778,118.09634390418749,59.98862692033513,87.40732155122231,69.58731678288923,55.99203167563682
3,4ncvpm.jpg,1334,1000,0.7496251874062968,159.08164692653673,144.72676386806597,125.49205697151424,69.22263386477496,78.97946930785962,84.53442774183745
4,atcf4o.jpg,4032,3024,0.75,137.97685455837427,105.65347007340745,74.583623259296,59.575844718162024,56.829491034725606,54.792930453659835
5,6qr80q.jpg,3264,2448,0.75,172.75773828475425,165.37332946863387,152.1559351171024,57.120254735352134,63.242031172852634,70.34790700994856
6,df27h1.jpg,3120,2080,0.6666666666666666,146.75439349112426,120.62564333703156,92.33634430473373,83.34684226248594,78.43082591379554,82.05845232576829
7,79kpg0.jpg,3968,2976,0.75,148.33854513866308,118.54738936356443,85.21871722774128,50.00937572900468,64.60431720026024,78.2634543860236
8,5lcgci.jpg,3456,4608,1.3333333333333333,101.1000844068488,73.90929296674061,56.82801033930524,49.42165750508615,43.53320415347617,43.49920983287945
9,cs9a8w.jpg,3024,4032,1.3333333333333333,169.2441380004934,126.90358136889014,90.54379300910179,51.11286442458254,56.56141487305281,72.9226997301531
10,94k7i1.jpg,1069,1094,1.0233863423760523,149.2155767576525,93.05071373235764,41.06254029548024,75.37746409799195,73.21222070153559,42.95389554678989
11,bwb8ov.jpg,3456,3456,1.0,109.9936480738008,96.80934936355989,77.0426914544753,72.86451093506622,67.72096916782473,57.34701752961075
12,d4g8kj.jpg,3717,2975,0.800376647834275,169.56709689525528,158.04315000576503,138.76402122430892,51.60495136807367,55.51190067667825,78.98835867702357
13,hrexn9.jpg,2397,3804,1.5869837296620777,139.17540985116779,94.79849943870427,71.22706145124448,55.233478602388566,51.78076102129843,50.277005320732755
14,5s9crl.jpg,2442,3052,1.2497952497952498,164.67374249025625,127.10748956391159,82.71346282240778,56.80241321397234,69.43984290518983,77.50498888380083
15,30pazl.jpg,2048,1536,0.75,139.7891238530477,132.15775712331137,74.22055085500081,60.87721633900101,65.8429821032806,58.83999877998591
16,bqtz8y.jpg,1920,2560,1.3333333333333333,147.74894755045574,133.7046736653646,118.83926452636719,72.89630989612088,77.96539328455654,85.84037378180749
17,8el7z3.jpg,1200,1161,0.9675,184.37388458225666,174.57540051679587,174.12826945162217,50.06968393515132,59.34702841182439,67.6084938875429
18,d3rtcv.jpg,3024,3024,1.0,184.79509766226448,155.38619253642815,130.02474548847317,57.124541391254105,64.17292489980433,68.27821510220654
19,6o3wn4.jpg,1256,1471,1.1711783439490446,109.40339233676991,84.58422386954582,66.43156925614969,87.33570784914642,75.38128798077814,73.69790037939916
20,dc9jda.jpg,4032,3024,0.75,152.5187101074998,108.19388960734757,70.72262073714516,73.4808236453459,57.77937104208619,48.37709505561307
21,4qx1jv.jpg,2448,3060,1.25,156.9378617732496,142.0551620103379,131.13912571019694,54.05375023523624,60.713506311324956,69.15572649521432
22,91n3bv.jpg,5312,2988,0.5625,138.69655063527202,106.36447906334172,57.64104485209916,56.51588505607994,56.78916087300347,50.75154865313063
23,88yv8k.jpg,3024,4032,1.3333333333333333,128.14320406982236,114.41519571273726,99.24191988234337,57.7522081960151,63.854958609693064,70.23731317480257
24,7ay09a.jpg,1920,1080,0.5625,165.0086115933642,118.46931954089506,64.73596161265432,37.4501854398423,55.77229258206194,65.67557156505508
25,9h1mpc.jpg,2723,2723,1.0,191.75265677275596,154.57517071763513,125.27128300980387,48.38823527889326,66.06133572985621,76.0210502257906
26,383qvl.jpg,768,701,0.9127604166666666,167.81850147111268,109.73428955658584,100.76532223311935,83.0296923203555,82.67599735918326,76.80367235840484
27,3ejwgb.jpg,3984,2241,0.5625,102.48599227342211,89.26120557643335,81.86133512183495,65.04260946276625,60.065541895243946,58.8485053400438
28,ek6dw1.jpg,3024,4032,1.3333333333333333,145.09069146562945,111.67844323782754,92.61250890691925,65.6274014190818,62.06486674840597,58.832244635484656
29,9jqwhq.jpg,1080,1349,1.249074074074074,98.0213766026961,73.73971872168684,59.6772183784971,72.83750521800738,65.27661976409988,59.77850176411261
30,4yjm21.jpg,670,1012,1.51044776119403,110.38574862839951,86.0814715945962,57.709493540204114,75.47145075195324,60.72895843486846,51.89813473658234
31,94fboa.jpg,1682,1868,1.1105826397146255,199.3234076262836,186.42238896796155,173.08839723791652,41.70660797888352,52.82169310149477,64.17636351215322
32,6zbb9r.jpg,3024,3780,1.25,157.0007775538199,117.24177978290082,81.71090517482713,67.2807864542384,66.2079168643527,73.81541973345409
33,33rv1n.jpg,5312,2988,0.5625,129.0541784986331,115.4816225872365,97.60844482347059,51.54921238293509,62.20783044087553,71.62147634565902
34,8l66ks.jpg,1790,1632,0.911731843575419,125.29541913133968,96.64945982582978,32.69075097217658,73.49286363037893,61.96042717630695,47.023527799983746
35,82mllb.jpg,2923,2534,0.8669175504618543,174.88924489414035,133.76502730838698,74.43574340727987,87.132601283245,80.62510874247657,71.89907003162554
36,bxi3im.jpg,2447,2447,1.0,182.4427113490093,156.71283753372896,130.50059245376733,75.98516987798129,88.67427456567627,92.86600110559769
37,94y1yg.jpg,2048,1536,0.75,121.11950588226318,107.3268051147461,90.51196606953938,69.38352537907112,64.97902258111394,63.017466539742365
38,8g6att.jpg,2496,3328,1.3333333333333333,136.86818332408777,113.11457382292437,82.29252091808432,43.980856101766896,58.326235110695855,62.517245379950765
39,67uki3.jpg,3024,3024,1.0,150.42266453906666,119.7633903419907,105.69618897584753,87.42126449263404,87.7862980735761,89.6065854095788
40,2uk331.jpg,2448,2448,1.0,173.46953445389593,138.4860685593682,102.61226818477935,52.97246898086999,68.14339122483116,73.53745485817429
41,448fwj.jpg,4464,3134,0.7020609318996416,139.18762372968,135.06554999736957,142.32233783191862,72.40892114878199,73.93751348699288,88.13070968180476
42,3ew2yj.jpg,4272,2848,0.6666666666666666,112.98707853661679,75.40712887748285,43.87667465900244,72.86340784077589,58.33331896387528,41.214796167764256
43,6op035.jpg,2304,4096,1.7777777777777777,162.3862657546997,147.54586029052734,131.37905089060465,32.77290367690353,39.13574501833677,50.36543730953729
44,5eqsbp.jpg,5343,3507,0.6563728242560359,172.50273576533465,136.158785074166,109.59371532595887,62.38803468353553,71.88004630010208,79.71847296617759
45,2wwvdf.jpg,5760,3840,0.6666666666666666,142.69097145363136,114.56869732892072,82.24866229021991,74.88287366561359,60.54900873709106,59.57619438645978
46,504w3a.jpg,2680,2680,1.0,174.97991771552685,174.08041211851193,159.13415919469816,72.93327013218394,72.23795250110662,79.32888591427762
47,askney.jpg,3024,4032,1.3333333333333333,146.4333968299897,124.27513826228794,106.02391384794659,50.746802973192544,57.41379917936018,59.80500888555699
48,5oxnqt.jpg,1536,2048,1.3333333333333333,143.5398244857788,118.92656262715657,90.13581562042236,64.24284905075653,55.08148394630242,45.186538521689116
49,4f2lyb.jpg,960,636,0.6625,148.46164177148847,126.38644523060796,112.49132272012578,53.424280713327846,66.13041929079539,73.9772932118157
50,73vi1x.jpg,1525,1525,1.0,107.28754248857834,72.64638108035474,55.14768417092179,76.3199756544555,68.028620039426,61.53694717870056
51,dg6vu7.jpg,4032,3024,0.75,122.229835341737,103.87667705971278,83.06964808975287,84.40069094569954,74.85237954135226,71.01749665268348
52,30hy9q.jpg,2048,1365,0.66650390625,114.11950334821428,86.87728186527015,53.94700735462454,63.390863785885884,57.38074443213097,48.26677981013607
53,3tsism.jpg,2048,1515,0.73974609375,104.85099751186056,99.24853483395215,94.38339360303218,38.468973115188525,43.6391779459787,53.80133061646396
54,97fzs3.jpg,2240,4608,2.057142857142857,180.7222435360863,121.09736696273562,105.87613680400545,40.73116900916626,59.990750033001255,61.77261327078805
55,b1ql68.jpg,3413,1938,0.5678288895399941,110.55410291555054,112.14892838255477,108.36338431003657,59.129655307619124,81.7432477228338,87.84844570210863
56,buoquy.jpg,3926,2680,0.6826286296484972,155.24410531398027,118.35914559271903,91.16706191406695,66.55236255023267,75.4457396754568,73.47259812089267
57,369af7.jpg,1238,825,0.6663974151857835,102.51563420962452,93.15956430214912,74.36283644196406,64.49179837333486,64.4854037959969,63.86590139292809
58,9bza6z.jpg,3024,4032,1.3333333333333333,156.99552726665513,146.75905282541257,135.3272999207399,70.89851973009172,77.10263904789367,79.803556061477
59,7huy7m.jpg,2635,2688,1.0201138519924098,162.89451169580735,133.20183654106805,117.61794707802476,71.4693400350727,72.15400299696647,77.30722221195974
60,c3y5o4.jpg,3024,4032,1.3333333333333333,148.6752980127236,106.47486304996535,71.87888927272297,56.97497725145774,63.08496915143946,65.72155207017846
61,6yudo8.jpg,900,600,0.6666666666666666,161.3588611111111,136.43363703703704,89.04559074074074,47.54213412175646,52.267085347969825,70.04877608312381
62,7ooczn.jpg,4032,3024,0.75,126.86902490066242,89.48808818473377,59.3031711093002,69.6421704207603,63.130619917592206,53.92996074707451
63,5pufqc.jpg,2837,3225,1.1367641875220302,167.6231919841081,159.35004964847133,135.4699135728592,49.878961896120046,50.41134946372182,64.76140933506822
64,8kmjrw.jpg,4008,4008,1.0,136.76797440548046,94.79869116557305,70.55460131383938,74.33228027395086,76.14779376523569,72.78104563361869
65,cv1n28.jpg,1080,1270,1.1759259259259258,182.76705380577428,169.74236074657335,150.0660768445611,62.976359066319084,72.0680723656648,84.60153850080242
66,asoq3e.jpg,3024,4032,1.3333333333333333,135.82892949328652,109.32730410354728,98.68034215036323,53.40042261033311,64.4962453156057,68.95784369563032
67,dj38j4.jpg,1242,1549,1.247181964573269,160.93549991735358,145.29301798781407,121.97207070376297,53.711510315082556,61.13053219396233,70.94851250708227
68,b4k18r.jpg,1125,2436,2.1653333333333333,81.87060025542785,80.08304214559386,85.38765918627988,81.70508832070438,83.90434105526003,91.46165060072379
69,3jgzfu.jpg,2304,2304,1.0,145.84805147147472,151.09368237153984,127.24717863106433,67.58220747438199,62.02938117476571,81.97342748849353
70,3pu8w5.jpg,4776,3184,0.6666666666666666,114.12795394476571,93.04484636593773,68.22308431552655,57.731001505376014,63.96672233236903,60.00374645478519
71,d7nls6.jpg,2048,2048,1.0,169.84864902496338,141.25804114341736,117.09703135490417,65.80065593773858,68.14665844208302,69.07319702793491
72,3ebpud.jpg,1500,988,0.6586666666666666,145.74012887989204,121.59105937921727,89.30658906882591,44.165761473896104,51.17588799921251,65.67014653187583
73,8rs6qp.jpg,3036,4048,1.3333333333333333,138.3401224990496,120.89126756914392,103.95840892491681,50.64132401186189,53.669265910037,58.528951811308495
74,93me6o.jpg,1936,2592,1.3388429752066116,156.14414285691512,159.36251263423375,134.9634521907841,53.740596172529706,53.35246214656277,69.95419143973956
75,g1ic87.jpg,2474,2474,1.0,156.47642172204507,108.68760362417484,71.67665287298331,71.29892282287423,63.95623367543225,59.10947793844608
76,dst30f.png,1586,2046,1.2900378310214375,129.69659526970474,79.05878877864599,48.13158452687802,57.04437117918342,47.940113345315275,37.34532173416016
77,9cr759.jpg,3024,2633,0.8707010582010583,127.95162299527567,101.28234159638451,95.28259102518503,63.596180453468065,61.708328546835226,65.01417404241606
78,babce0.jpg,4032,3024,0.75,127.86164306579113,98.37002779024418,80.48646386120035,71.28188477523625,56.01776854583724,50.04223504827119
79,500ynp.jpg,3435,2290,0.6666666666666666,154.7291990363774,139.68223158724408,116.58452165290517,35.01950053997979,39.70929086516707,53.0018054129403
80,3lrhl6.jpg,2988,5312,1.7777777777777777,87.47887653777762,72.95997500292334,70.62792352895518,73.80392827229406,76.11912319182193,74.81840920766464
81,ayd3s3.jpg,2984,3008,1.0080428954423593,140.5894566009854,105.89531579772974,72.35636348201044,84.27947841570074,65.41142168798511,69.83284450825947
82,41qaas.jpg,2048,1152,0.5625,143.86585108439127,113.70964940388997,82.91794713338216,61.77476101554036,63.01346132201815,60.34579498069849
83,8nm910.jpg,3100,2920,0.9419354838709677,127.03611853733982,119.6443199292974,99.61251137870084,62.457354410816336,64.96508988998457,70.40644322752433
84,65lb18.jpg,2840,2763,0.972887323943662,162.1941543943356,100.7846004547007,94.99655240527494,63.42882713868756,64.99143230889277,61.36224244163544
85,d81lhm.jpg,4032,3024,0.75,133.5405574845679,116.92305471571345,94.52888597568658,65.88355347985463,68.07793255661105,72.53592050306392
86,htu14m.jpg,4032,3024,0.75,152.32100627191463,120.06428269610313,93.2902711673018,63.40218610387005,64.38211093735775,59.968942798811135
