,path,height,width,ratio_(w/h),intensity,mean_red,mean_green,mean_blue,std_red,std_green,std_blue
0,b1zo3k.jpg,224,224,1.0,14416092,107.92342952806122,94.51068239795919,84.87639508928571,56.20149443074038,60.9738108513681,62.74859479544612
1,6tm1xy.jpg,224,224,1.0,15686721,139.83635602678572,98.86939971301021,73.9281927614796,64.9047135231229,57.513762975544644,53.82349779594065
2,bd1heq.jpg,224,224,1.0,14998991,119.77483258928571,93.27118542729592,85.88157684948979,72.13683287626208,70.087003059379,66.14706161091695
3,8hvxq2.jpg,224,224,1.0,21805152,192.6954719387755,152.42797353316325,89.44989636479592,30.35434165490637,44.24844470063688,59.85778879655499
4,cid3dp.jpg,224,224,1.0,21275040,187.02489237882654,134.51797672193877,102.46542171556122,37.013474946230616,42.049881308232585,55.52778028253066
5,cknm39.jpg,224,224,1.0,17857116,130.6360411352041,117.94718590561224,107.30636160714286,66.8141649709754,65.03139144029774,64.77929849681253
6,cohkp5.jpg,224,224,1.0,14280237,121.41274713010205,86.43708147321429,76.75310905612245,56.842577732842535,43.32936487114181,38.15430809206583
7,7zwxeq.jpg,224,224,1.0,15591123,150.77136479591837,102.57374043367346,57.38358976403061,57.81790155008385,53.64506159134556,46.10060244978901
8,9cb4t3.jpg,224,224,1.0,17830714,152.36760602678572,122.91049505739795,80.08529974489795,64.87375589050598,69.05828708542262,76.64924216247066
9,digvpu.jpg,224,224,1.0,19183844,151.15756536989795,125.09877232142857,106.0747369260204,47.862289895164864,48.41799279765767,51.09360347926618
10,d1jdwm.jpg,224,224,1.0,19524330,164.75093670280611,132.84113919005102,91.52483258928571,66.31790573933473,55.8942600092951,50.462622056928105
11,bv68ar.jpg,224,224,1.0,17418105,158.66452088647958,111.85957429846938,76.61607142857143,54.1784989390734,36.60485471956851,26.12957678882812
12,8psnmk.jpg,224,224,1.0,12403479,104.3891900510204,81.38825334821429,61.421994579081634,61.32169473417237,55.655256732599206,54.42128218239852
13,bp789h.jpg,224,224,1.0,18119584,126.49093191964286,120.81467235331633,113.81493144132654,78.997424198608,74.89777733384253,78.87221437769024
14,94xoqp.jpg,224,224,1.0,12941752,107.09913105867346,87.93672273596938,62.891282684948976,65.90179371656941,59.25788262900393,45.4073426740109
15,97rlfz.jpg,224,224,1.0,16733581,114.66695232780613,111.53541533801021,107.29534040178571,67.42411578002866,59.7549012182756,56.35413694317013
16,96fpsj.jpg,224,224,1.0,10677210,104.4993821747449,72.51606345663265,35.779715401785715,88.16326694632467,63.80832932212829,46.27213648107893
17,5p420a.jpg,224,224,1.0,19924821,163.38020169005102,123.53964046556122,110.17879065688776,60.20694539141587,54.28044043694652,55.767188330276525
18,8twrpe.jpg,224,224,1.0,15614634,128.5262077487245,100.46673708545919,82.20432079081633,56.057569363327865,58.96277526095531,63.771619249480125
19,7bd0j9.jpg,224,224,1.0,18905842,178.60979352678572,129.7419284119898,68.43881536989795,71.62105609782434,67.11779595443541,50.85247147674418
20,ck84sh.jpg,224,224,1.0,17704695,107.22339365433673,112.9501953125,132.67827248086735,53.700166553236635,56.908819793510894,70.22105864582885
21,7kevmh.jpg,224,224,1.0,19104590,153.21374760841837,123.01823580994898,104.51957110969387,72.3015874123724,83.77283569584378,75.5315827007169
22,6lkuun.jpg,224,224,1.0,18257666,151.23531170280611,122.97811702806122,89.65906010841837,59.899363990743964,57.88883370195658,58.52216946442807
23,7rixwj.jpg,224,224,1.0,12334495,117.72837611607143,76.33231026785714,51.76391103316327,66.69285361637344,51.08355505434668,49.56636443819171
24,5jbrch.jpg,224,224,1.0,25516991,187.58318718112244,167.76022401147958,153.2063137755102,58.40318599546568,66.51437404817077,74.34746722845875
25,8s9xwz.jpg,224,224,1.0,14057041,153.10728236607142,85.80313297193878,41.244260204081634,60.38106092736855,49.14302369098955,39.442731657114614
26,7y0uu6.jpg,224,224,1.0,29118341,227.75635762117346,174.5860371492347,177.98168447066325,20.52015543741515,29.403919010183337,49.717932890711715
27,bxnxd5.jpg,224,224,1.0,25117321,185.9782166772959,163.02094626913265,151.58520009566325,63.84636904865704,75.88557987502877,83.41860141128979
28,7fmd5h.jpg,224,224,1.0,18032636,167.39789939413265,118.72514748086735,73.26462850765306,66.1724084967224,72.983853742763,77.03337684673508
29,5njmq7.jpg,224,224,1.0,12047829,115.13845264668367,78.19333944515306,46.77959582270408,65.13833352648997,55.58460458061371,51.96927856133978
30,8zkgbw.jpg,224,224,1.0,14356175,114.38394850127551,94.26046316964286,77.47195870535714,67.58135749053824,54.46807309117026,53.24394669866792
31,byrzpc.jpg,224,224,1.0,20405058,140.0735012755102,138.0674426020408,128.52873883928572,62.640859592469006,59.851822931234594,61.64282942835856
32,d940jm.jpg,224,224,1.0,22885454,181.83157286352042,158.50645727040816,115.76556521045919,57.307640062211185,59.6482735036344,79.31615197397237
33,azfbf5.jpg,224,224,1.0,18781994,149.5715880102041,124.54047751913265,100.21020009566327,52.2366403084848,56.235030921743295,61.07199411346446
34,8opu63.jpg,224,224,1.0,12462432,110.73682637117346,85.34438775510205,52.29314811862245,56.268905162108545,56.29647403055644,54.14162125712704
35,6qw1ll.jpg,224,224,1.0,20129904,151.3336256377551,131.6229870854592,118.22929288903062,55.115968573231704,54.048611568125565,69.6223795136281
36,bx0qro.jpg,224,224,1.0,11553592,112.00757334183673,80.59446747448979,37.65927933673469,78.58358027000715,59.90254731701467,44.343987761912025
37,b8i9u0.jpg,224,224,1.0,13354348,104.59227519132654,87.0982740752551,74.45956234056122,69.11375804178907,66.39351489688597,64.1174080196673
38,ch5p40.jpg,224,224,1.0,18957959,160.05329241071428,129.36069036989795,88.41523836096938,63.43856241823202,59.53223947060646,61.58832941077357
39,6mtqye.jpg,224,224,1.0,18152240,149.9268574617347,118.54504145408163,93.29946588010205,62.67646223539676,62.66674412193397,66.50799396938734
40,aufxq2.jpg,224,224,1.0,22201181,180.4567323022959,145.41872608418367,116.59068080357143,45.355445884011075,52.90679123489296,66.61813052719425
41,cjaq5b.jpg,224,224,1.0,17659028,153.10405373086735,119.40945870535714,79.42821269132654,44.30152991448145,47.524096975591156,50.19352523710326
42,93z8et.jpg,224,224,1.0,19391543,159.55125956632654,119.4583665497449,107.46085778061224,58.23592152453202,55.358838724693605,50.55341356289554
43,de03hc.jpg,224,224,1.0,14150997,111.6357421875,92.36579241071429,78.02566964285714,47.58633179403624,46.05761841528809,53.483923126802516
44,7tcej2.jpg,224,224,1.0,12736939,97.07242506377551,83.21815210459184,73.55466757015306,67.72409783880126,62.40304183804989,59.894912230822214
45,7e1gad.png,224,224,1.0,15336909,135.77234135841837,92.16914461096938,77.72076291454081,55.67918144441151,59.62003069624967,63.416338490862145
46,8z20z8.jpg,224,224,1.0,21867514,165.84165736607142,143.7831034757653,126.19144610969387,65.98633742584038,74.10350847842709,79.61606829559481
47,8gevjc.jpg,224,224,1.0,23770905,185.31263950892858,162.50099649234693,125.93686224489795,62.41744046884324,72.01934899779141,72.99661976231071
48,63e02u.jpg,224,224,1.0,16375446,133.9548788265306,105.43919403698979,86.96605947066327,69.9375564013605,73.38786322960917,79.1688198271896
49,ausqri.jpg,224,224,1.0,14004337,132.9465880102041,86.07290338010205,60.08480149872449,59.413380595982076,63.080750700078354,66.30280646129026
50,75n7gf.jpg,224,224,1.0,18271726,146.89379384566325,117.60865752551021,99.65025111607143,75.12917965047293,74.16633119347561,69.50468941461811
51,dfg4v1.jpg,224,224,1.0,18062683,153.01664142219389,122.49589445153062,84.47397161989795,61.736723697827486,52.75604229932671,49.28430866407044
52,858123.jpg,224,224,1.0,20424716,158.82292330994898,141.5469347895408,106.69160554846938,51.023127382921665,58.194203144190105,77.33547148339301
53,cmnuar.jpg,224,224,1.0,21031317,175.81218112244898,135.7024075255102,107.63634008290816,52.78609524280519,58.596231809543866,62.820793964789125
54,6var65.jpg,224,224,1.0,21095552,167.24846540178572,141.91047512755102,111.27218191964286,68.56618332655611,72.76151920447113,72.78379862240604
55,8b9ahw.jpg,224,224,1.0,15851639,122.2012715242347,110.61545360331633,83.10401387117346,82.73458169609532,75.2533911992233,64.18921020284772
56,8fkpk7.jpg,224,224,1.0,22902758,177.34783561862244,154.1286073022959,124.97201849489795,38.43038194860058,46.185160159890145,63.53387652330636
57,7wy338.jpg,224,224,1.0,29051354,211.2626953125,189.77264030612244,177.95370296556123,51.92270681236231,66.28643261459,78.04742391458686
58,bty21a.jpg,224,224,1.0,17394498,120.64855707908163,116.37583705357143,109.64528858418367,70.49455125983047,67.21574134518745,65.6164560834925
